,일시,평균기온,최고기온,최저기온,일조합,일조율,일사합,평균풍속,최대풍속,최대풍속풍향,강수량,평균습도,최저습도
3090,2023-06-18,23.4,26.4,21.9,0.4,2.8,12.37,2.0,3.6,340.0,0.0,65.4,45.0
3091,2023-06-19,24.4,29.9,19.4,10.6,73.6,25.38,3.4,7.7,70.0,0.0,65.8,45.0
3092,2023-06-20,24.8,27.4,22.3,3.1,21.5,10.75,3.4,7.2,110.0,3.9,77.3,60.0
3093,2023-06-21,22.3,23.8,21.5,0.0,0.0,4.6,4.2,6.5,270.0,0.2,86.6,82.0
3094,2023-06-22,23.3,27.3,20.7,8.0,55.6,23.24,3.9,5.8,270.0,0.0,71.0,49.0
3095,2023-06-23,23.5,26.0,20.8,10.3,71.5,26.94,2.4,5.7,50.0,0.0,72.1,51.0
3096,2023-06-24,25.3,29.8,22.3,5.3,36.8,19.71,3.2,6.2,110.0,0.0,65.9,48.0
3097,2023-06-25,23.0,25.4,21.4,0.0,0.0,2.42,2.7,6.0,90.0,80.9,87.1,74.0
3098,2023-06-26,28.5,31.0,21.9,1.6,11.1,15.89,5.2,9.1,230.0,0.0,68.6,62.0
3099,2023-06-27,27.3,29.3,25.8,1.0,6.9,8.93,4.9,8.1,250.0,13.1,79.0,66.0
3100,2023-06-28,28.6,31.2,27.0,7.7,53.5,25.08,6.0,9.2,250.0,0.0,72.6,64.0
3101,2023-06-29,28.1,31.4,25.2,3.5,24.3,18.06,5.5,10.9,230.0,0.9,74.6,62.0
3102,2023-06-30,25.8,28.0,24.2,0.0,0.0,1.5,4.2,9.3,230.0,68.8,86.5,72.0
3103,2023-07-01,25.4,28.4,23.5,2.0,13.9,13.96,2.4,5.1,270.0,0.8,82.5,65.0
3104,2023-07-02,26.0,28.7,24.2,4.6,32.2,20.62,2.0,6.1,50.0,5.6,83.3,73.0
3105,2023-07-03,25.1,26.7,24.0,0.0,0.0,4.01,1.8,4.5,50.0,40.5,89.9,85.0
3106,2023-07-04,27.1,31.9,23.9,0.4,2.8,14.48,1.5,3.4,320.0,0.0,81.9,62.0
3107,2023-07-05,26.6,30.4,23.6,7.4,51.7,21.15,4.2,7.8,270.0,34.5,75.1,60.0
3108,2023-07-06,24.9,27.5,21.8,11.4,79.7,27.59,2.3,4.9,50.0,0.0,75.3,63.0
3109,2023-07-07,27.1,31.5,24.0,0.0,0.0,9.38,2.4,6.0,270.0,0.7,78.0,60.0
3110,2023-07-08,,29.5,24.9,0.1,0.7,4.48,,6.4,230.0,43.5,,72.0
3111,2023-07-09,29.5,33.0,25.4,0.4,2.8,11.31,3.3,7.3,230.0,15.2,72.0,55.0
3112,2023-07-10,29.1,37.3,25.7,7.9,55.2,23.95,3.8,7.8,270.0,0.0,73.5,39.0
3113,2023-07-11,30.2,33.6,25.5,8.3,58.5,25.59,4.8,8.8,250.0,0.0,65.6,50.0
3114,2023-07-12,30.2,35.1,27.0,12.0,84.5,27.61,5.5,9.6,250.0,0.0,67.4,50.0
3115,2023-07-13,29.7,32.5,26.3,0.1,0.7,12.01,4.4,7.9,230.0,0.0,66.9,53.0
3116,2023-07-14,30.4,32.9,29.1,3.3,23.2,18.06,7.9,10.8,230.0,0.0,61.3,53.0
3117,2023-07-15,30.8,33.5,28.4,6.9,48.6,22.59,6.2,9.1,250.0,0.4,65.1,56.0
3118,2023-07-16,28.2,32.1,26.4,5.2,36.6,16.32,2.2,6.5,290.0,11.8,81.6,63.0
3119,2023-07-17,27.8,31.4,26.0,1.7,12.1,11.24,1.8,4.7,70.0,20.2,82.4,67.0
3120,2023-07-18,27.5,30.9,25.7,1.6,11.3,10.32,3.0,6.9,250.0,38.2,83.5,68.0
3121,2023-07-19,25.4,27.8,24.0,1.4,9.9,10.61,3.1,6.0,270.0,0.3,85.1,75.0
3122,2023-07-20,26.0,27.6,25.0,0.0,0.0,8.76,1.8,4.5,50.0,0.0,83.6,78.0
3123,2023-07-21,27.6,30.5,24.8,1.2,8.5,11.31,1.9,4.8,110.0,0.0,70.3,58.0
3124,2023-07-22,26.7,29.6,23.9,0.3,2.1,5.75,1.7,4.1,50.0,52.0,79.1,62.0
3125,2023-07-23,29.3,31.8,27.3,0.2,1.4,10.76,2.8,6.5,230.0,0.0,68.6,56.0
3126,2023-07-24,27.6,30.4,26.1,0.0,0.0,7.03,2.2,6.3,250.0,3.1,79.4,65.0
3127,2023-07-25,27.4,29.5,25.7,0.1,0.7,9.41,1.4,2.9,290.0,0.1,77.1,65.0
3128,2023-07-26,29.3,33.0,26.4,10.0,71.4,24.77,2.0,3.8,340.0,3.0,73.3,59.0
3129,2023-07-27,30.0,34.0,26.4,9.6,69.1,24.72,2.8,6.2,160.0,0.0,68.6,50.0
3130,2023-07-28,28.9,32.1,26.9,2.0,14.4,12.4,2.6,5.7,160.0,3.3,74.6,60.0
3131,2023-07-29,30.5,34.9,28.0,7.0,50.4,21.34,3.4,6.0,160.0,0.0,62.0,40.0
3132,2023-07-30,30.0,34.1,26.5,9.0,64.7,22.26,2.5,5.4,290.0,0.0,64.1,50.0
3133,2023-07-31,29.7,32.7,27.0,10.5,76.1,23.7,3.1,6.8,70.0,0.0,67.8,55.0
3134,2023-08-01,29.0,31.1,27.2,10.5,76.1,24.97,3.7,7.7,70.0,0.0,79.3,73.0
3135,2023-08-02,30.2,33.8,27.6,10.2,73.9,24.57,3.7,7.9,70.0,0.0,71.8,52.0
3136,2023-08-03,31.0,34.8,27.9,12.2,88.4,27.3,3.3,6.1,140.0,0.0,67.8,51.0
3137,2023-08-04,30.7,34.2,28.4,10.7,78.1,24.58,3.4,5.3,110.0,0.0,69.4,55.0
3138,2023-08-05,30.2,33.3,27.6,11.2,81.8,26.2,3.2,6.7,50.0,0.4,72.0,52.0
3139,2023-08-06,30.0,32.8,28.0,7.4,54.0,20.62,2.8,5.4,70.0,0.0,74.4,64.0
3140,2023-08-07,30.5,33.1,28.6,7.9,57.7,23.01,3.2,4.8,70.0,0.0,72.4,59.0
3141,2023-08-08,29.7,32.5,27.9,3.4,25.0,15.02,3.9,6.1,50.0,0.0,74.9,63.0
3142,2023-08-09,27.3,29.0,26.3,0.0,0.0,2.32,7.1,12.1,20.0,1.3,83.0,74.0
3143,2023-08-10,27.8,31.0,25.9,6.3,46.3,17.2,6.0,10.3,20.0,0.9,76.5,58.0
3144,2023-08-11,29.6,34.1,26.6,10.8,80.0,24.36,4.0,8.1,290.0,0.4,64.6,43.0
3145,2023-08-12,29.7,33.3,27.2,9.1,67.4,22.69,2.7,4.5,340.0,0.0,66.6,52.0
3146,2023-08-13,29.2,32.6,26.3,8.7,64.4,21.9,3.0,7.3,50.0,0.0,65.3,58.0
3147,2023-08-14,28.9,32.3,26.4,12.1,89.6,24.67,3.4,7.7,70.0,0.0,69.9,55.0
3148,2023-08-15,29.4,32.0,27.0,10.9,81.3,24.32,2.8,4.6,50.0,0.0,69.9,61.0
3149,2023-08-16,29.6,33.0,27.8,8.1,60.4,21.85,2.6,4.2,20.0,0.0,67.9,53.0
3150,2023-08-17,28.3,31.5,26.1,6.8,50.7,16.2,2.4,5.3,50.0,0.9,70.8,61.0
3151,2023-08-18,28.3,31.2,26.1,9.7,72.9,22.61,3.0,6.2,50.0,34.7,77.5,64.0
3152,2023-08-19,29.0,32.1,27.0,7.9,59.4,23.21,2.0,4.1,50.0,0.1,76.3,64.0
3153,2023-08-20,29.6,33.1,26.7,8.6,64.7,22.09,2.5,5.0,320.0,0.0,73.0,64.0
3154,2023-08-21,30.2,33.4,27.0,10.9,82.6,23.02,2.3,4.3,50.0,0.0,68.8,58.0
3155,2023-08-22,29.5,33.2,26.5,5.6,42.4,17.25,2.1,5.2,50.0,7.5,71.4,56.0
3156,2023-08-23,26.8,28.8,25.2,0.0,0.0,1.5,1.8,4.9,270.0,58.2,85.5,74.0
3157,2023-08-24,27.0,29.9,25.5,2.0,15.3,9.54,2.9,6.2,270.0,18.5,81.4,67.0
3158,2023-08-25,28.0,31.8,24.6,10.7,81.7,25.62,2.6,3.9,20.0,0.0,65.0,51.0
3159,2023-08-26,27.2,30.2,23.7,11.0,84.0,24.68,2.6,4.4,50.0,0.0,67.0,58.0
3160,2023-08-27,28.5,32.6,24.4,10.8,82.4,23.38,3.1,8.3,50.0,0.0,71.8,57.0
3161,2023-08-28,29.6,33.7,26.4,8.3,63.8,19.67,2.9,6.4,160.0,4.1,69.5,47.0
3162,2023-08-29,28.0,32.7,25.9,3.5,26.9,13.64,1.9,4.9,290.0,6.3,82.3,59.0
3163,2023-08-30,23.9,26.0,22.1,0.0,0.0,1.38,2.3,6.1,50.0,47.7,87.0,78.0
3164,2023-08-31,24.6,27.8,21.6,7.6,58.9,20.45,2.2,5.0,20.0,1.5,71.4,60.0
3165,2023-09-01,25.0,26.9,23.0,1.1,8.5,7.83,2.1,4.8,50.0,2.4,83.0,75.0
3166,2023-09-02,27.4,31.0,24.6,7.3,56.6,19.31,2.2,4.3,160.0,0.1,72.6,53.0
3167,2023-09-03,28.2,33.3,24.8,8.4,65.6,22.36,2.5,5.3,290.0,0.0,68.1,48.0
3168,2023-09-04,26.7,28.7,24.8,9.8,76.6,21.68,3.2,6.1,70.0,0.0,78.9,67.0
3169,2023-09-05,26.9,28.9,25.1,7.5,58.6,20.2,2.6,5.9,50.0,0.8,67.6,49.0
3170,2023-09-06,26.9,29.9,24.2,11.7,92.1,23.67,2.6,5.6,70.0,0.0,65.5,52.0
3171,2023-09-07,25.8,28.4,23.8,10.4,81.9,23.59,2.9,5.7,70.0,0.3,63.3,52.0
3172,2023-09-08,25.1,28.0,22.8,11.2,88.2,23.35,2.8,5.2,50.0,0.0,60.0,51.0
3173,2023-09-09,24.9,28.2,21.6,11.4,90.5,23.72,2.7,5.0,50.0,0.0,60.4,50.0
3174,2023-09-10,24.9,28.2,21.5,5.8,46.0,16.64,2.7,6.5,50.0,0.0,63.1,56.0
3175,2023-09-11,25.7,29.3,21.9,9.6,76.2,22.05,2.6,4.8,50.0,0.0,63.3,50.0
3176,2023-09-12,25.8,29.5,22.8,4.7,37.6,16.43,2.4,6.6,50.0,1.6,69.6,61.0
3177,2023-09-13,27.1,32.4,23.5,5.4,43.2,16.58,2.4,5.2,20.0,4.6,69.0,48.0
3178,2023-09-14,24.3,26.0,23.3,0.2,1.6,5.56,2.4,5.9,50.0,0.4,79.0,68.0
3179,2023-09-15,27.4,30.5,23.3,10.3,83.1,21.34,2.2,4.5,50.0,0.0,72.3,62.0
3180,2023-09-16,25.6,27.3,23.6,1.5,12.1,6.51,1.7,6.6,270.0,43.0,82.5,73.0
3181,2023-09-17,24.3,26.9,22.2,1.3,10.5,8.1,1.8,4.1,320.0,25.0,83.4,69.0
3182,2023-09-18,25.7,29.2,22.6,7.8,63.4,19.37,2.2,4.3,360.0,0.0,75.0,54.0
3183,2023-09-19,25.9,29.4,22.6,7.0,56.9,17.54,2.5,4.6,50.0,0.0,71.3,61.0
3184,2023-09-20,27.5,31.7,24.0,0.4,3.3,9.89,3.8,9.2,250.0,0.0,68.0,50.0
3185,2023-09-21,24.0,26.2,22.8,2.3,18.9,11.91,4.9,8.8,270.0,0.5,72.9,61.0
3186,2023-09-22,23.9,25.5,22.6,0.7,5.7,7.57,2.3,4.8,20.0,0.2,73.8,63.0
3187,2023-09-23,24.4,26.7,22.8,2.7,22.3,12.51,3.7,5.6,50.0,0.7,66.0,48.0
3188,2023-09-24,24.2,26.2,23.0,3.2,26.4,12.82,4.7,8.0,70.0,0.0,69.9,59.0
3189,2023-09-25,25.1,27.5,22.9,4.4,36.4,15.6,3.6,7.1,70.0,0.0,76.0,70.0
3190,2023-09-26,26.0,29.3,23.0,8.9,74.2,17.23,3.1,5.2,320.0,0.0,72.1,63.0
3191,2023-09-27,25.8,28.6,23.5,9.1,75.8,19.14,3.3,5.1,320.0,0.0,70.5,60.0
3192,2023-09-28,25.3,28.5,23.3,7.0,58.3,15.61,2.9,4.3,340.0,0.2,70.8,46.0
3193,2023-09-29,24.0,27.6,21.1,9.5,79.8,19.35,2.2,3.9,20.0,0.0,64.8,46.0
3194,2023-09-30,20.9,23.5,18.2,2.0,16.8,6.45,2.6,6.7,50.0,4.7,70.5,53.0
3195,2023-10-01,22.6,26.0,19.9,8.6,72.3,19.99,3.7,7.6,50.0,0.0,55.8,34.0
3196,2023-10-02,21.8,24.9,19.0,9.0,76.3,20.19,2.8,5.5,70.0,0.0,43.3,28.0
3197,2023-10-03,21.7,23.4,20.4,0.0,0.0,3.92,2.6,5.0,90.0,0.3,73.4,49.0
3198,2023-10-04,22.2,25.5,19.2,9.7,82.2,19.06,2.3,4.3,20.0,0.0,65.6,44.0
3199,2023-10-05,20.1,22.8,17.4,8.8,75.2,18.78,4.7,8.7,20.0,0.0,49.4,37.0
3200,2023-10-06,19.1,21.8,16.9,2.2,18.8,11.81,2.4,4.5,20.0,0.0,51.4,34.0
3201,2023-10-07,18.9,21.0,17.7,0.0,0.0,3.66,1.8,5.7,70.0,11.4,71.3,51.0
3202,2023-10-08,20.1,22.9,17.9,1.2,10.3,6.5,3.2,7.2,70.0,10.8,73.5,61.0
3203,2023-10-09,20.9,23.6,18.6,2.6,22.4,11.92,3.1,5.2,50.0,0.0,68.5,53.0
3204,2023-10-10,20.5,23.4,18.8,7.6,65.5,18.12,3.4,6.6,20.0,0.0,59.8,48.0
3205,2023-10-11,20.5,23.3,17.9,8.2,71.3,15.58,3.1,6.6,70.0,0.0,62.4,51.0
3206,2023-10-12,20.1,23.8,16.9,10.4,90.4,18.37,2.8,5.5,70.0,0.0,55.6,34.0
3207,2023-10-13,20.3,23.0,18.2,3.0,26.1,12.23,2.4,5.5,50.0,0.0,62.3,55.0
3208,2023-10-14,20.7,24.4,17.5,9.3,81.6,15.74,3.2,6.9,320.0,5.2,58.9,39.0
3209,2023-10-15,20.1,23.4,17.6,6.5,57.0,15.02,4.5,6.0,320.0,0.0,57.3,48.0
3210,2023-10-16,18.9,22.9,16.5,6.3,55.3,14.85,3.8,6.0,320.0,0.0,57.5,51.0
3211,2023-10-17,18.3,22.7,15.1,10.4,92.0,18.2,3.1,4.3,290.0,0.0,58.8,48.0
3212,2023-10-18,18.3,22.4,13.7,10.4,92.0,17.92,2.2,3.5,20.0,0.0,69.9,57.0
3213,2023-10-19,21.4,26.1,16.4,8.8,77.9,16.14,2.7,5.0,290.0,0.0,62.3,48.0
3214,2023-10-20,16.8,20.8,15.1,3.9,34.8,11.6,5.6,9.8,20.0,8.3,55.0,37.0
3215,2023-10-21,17.4,20.2,15.0,9.6,85.7,18.21,4.2,7.1,340.0,0.0,50.0,30.0
3216,2023-10-22,17.4,21.8,13.4,7.6,67.9,15.55,2.2,4.1,340.0,0.0,56.9,45.0
3217,2023-10-23,17.2,21.9,13.7,10.0,90.1,16.5,1.6,3.6,50.0,0.0,59.6,41.0
3218,2023-10-24,17.7,22.1,13.3,7.7,69.4,14.44,1.5,4.2,50.0,0.0,60.0,49.0
3219,2023-10-25,19.8,25.1,16.1,10.1,91.0,16.42,2.2,3.9,340.0,0.0,61.9,50.0
3220,2023-10-26,20.4,24.8,16.5,9.3,84.5,14.91,3.5,6.1,290.0,0.0,66.3,50.0
3221,2023-10-27,18.3,21.1,14.8,8.9,80.9,15.87,3.8,6.5,320.0,0.0,58.3,37.0
3222,2023-10-28,17.2,21.7,13.8,9.0,81.8,15.81,2.2,3.7,20.0,0.0,62.1,39.0
3223,2023-10-29,17.9,22.5,14.2,9.2,83.6,15.89,2.5,4.7,50.0,0.0,62.1,47.0
3224,2023-10-30,18.2,22.7,14.6,10.1,92.7,15.82,2.6,4.8,50.0,0.0,63.1,55.0
3225,2023-10-31,17.7,23.5,13.4,10.1,92.7,15.81,1.9,3.4,340.0,0.0,54.9,41.0
3226,2023-11-01,20.0,28.4,14.2,10.1,92.7,15.56,2.4,5.9,270.0,0.0,44.4,19.0
3227,2023-11-02,19.8,24.4,15.5,10.0,92.6,15.35,2.3,4.2,50.0,0.0,58.1,36.0
3228,2023-11-03,21.2,26.4,16.6,8.5,78.7,13.76,2.2,4.6,50.0,0.0,60.0,42.0
3229,2023-11-04,22.3,25.4,19.1,5.9,54.6,12.65,1.8,5.6,50.0,0.0,74.0,60.0
3230,2023-11-05,23.6,26.0,21.9,0.3,2.8,4.04,2.1,7.2,200.0,0.6,66.3,49.0
3231,2023-11-06,19.0,25.8,15.7,0.0,0.0,2.85,6.8,10.2,200.0,18.3,63.5,42.0
3232,2023-11-07,14.9,17.7,13.7,2.1,19.6,8.39,4.7,8.1,320.0,0.0,55.5,44.0
3233,2023-11-08,15.6,21.0,10.4,8.6,80.4,15.19,2.5,4.3,50.0,0.0,65.3,52.0
3234,2023-11-09,18.5,21.8,14.0,1.7,16.0,5.86,1.6,3.2,180.0,2.8,66.3,46.0
3235,2023-11-10,12.9,17.7,10.3,1.6,15.1,7.35,4.4,8.7,20.0,4.0,59.6,42.0
3236,2023-11-11,11.0,13.4,9.3,5.5,51.9,11.45,4.4,6.2,20.0,0.0,51.9,35.0
3237,2023-11-12,10.2,11.4,8.6,0.2,1.9,3.64,5.5,8.7,20.0,0.0,59.3,52.0
3238,2023-11-13,9.5,10.7,7.1,1.9,18.1,5.96,5.5,9.7,20.0,1.7,59.1,47.0
3239,2023-11-14,11.6,12.8,9.8,0.0,0.0,1.33,3.0,4.8,360.0,0.0,55.0,44.0
3240,2023-11-15,12.9,16.6,9.7,7.6,72.4,12.55,2.8,5.3,20.0,0.0,54.0,37.0
3241,2023-11-16,12.0,17.2,9.3,0.1,1.0,1.42,3.8,9.7,320.0,27.3,66.3,52.0
3242,2023-11-17,10.0,13.4,7.6,1.0,9.6,3.74,7.5,11.5,340.0,12.6,64.0,38.0
3243,2023-11-18,8.8,10.7,5.8,0.0,0.0,2.5,7.2,12.6,340.0,1.8,60.1,48.0
3244,2023-11-19,13.6,17.0,9.9,6.1,58.7,11.66,4.5,7.1,270.0,0.0,56.8,43.0
3245,2023-11-20,12.3,15.7,8.8,9.0,87.4,14.09,2.9,6.0,320.0,0.0,56.0,43.0
3246,2023-11-21,12.5,18.1,8.0,5.5,53.4,10.9,2.0,3.4,20.0,0.0,67.4,47.0
3247,2023-11-22,14.7,20.2,9.6,8.8,85.4,12.36,2.1,3.5,50.0,0.0,66.8,48.0
3248,2023-11-23,17.3,22.2,12.1,5.9,57.3,9.09,4.7,8.8,320.0,0.0,69.5,49.0
3249,2023-11-24,8.6,12.1,6.2,0.1,1.0,3.09,6.4,8.7,20.0,0.0,53.4,42.0
3250,2023-11-25,6.3,9.7,4.9,5.0,49.0,9.03,3.4,7.2,20.0,0.0,53.0,39.0
3251,2023-11-26,8.9,13.8,4.6,6.1,59.8,8.52,2.0,3.1,20.0,0.0,60.4,38.0
3252,2023-11-27,13.1,16.3,8.2,0.9,8.8,3.43,4.1,7.1,290.0,0.0,66.1,56.0
3253,2023-11-28,10.7,13.4,7.3,2.0,18.5,4.8,4.7,7.3,320.0,0.0,56.0,43.4
3254,2023-11-29,11.2,13.9,8.0,2.6,24.1,6.82,3.0,6.6,20.0,0.0,59.0,46.1
3255,2023-11-30,6.6,9.1,5.5,0.0,0.0,0.82,5.7,10.0,20.0,0.0,63.6,48.0
3256,2023-12-01,7.1,8.5,5.3,0.0,0.0,0.62,5.2,8.7,20.0,2.9,62.3,46.0
3257,2023-12-02,9.1,10.8,7.0,0.0,0.0,2.53,3.0,5.5,20.0,0.0,52.9,42.0
3258,2023-12-03,10.1,12.9,6.3,2.4,23.8,6.07,3.4,5.9,20.0,0.0,55.0,40.0
3259,2023-12-04,8.5,13.1,4.5,6.4,63.4,10.41,2.0,3.4,50.0,0.0,68.5,53.0
3260,2023-12-05,11.7,18.6,7.6,8.7,86.1,11.36,1.9,3.2,50.0,0.0,60.0,33.0
3261,2023-12-06,13.6,21.0,8.9,3.0,29.7,4.94,,9.2,320.0,0.1,61.4,33.0
3262,2023-12-07,12.0,17.1,8.5,8.5,85.0,12.54,4.1,8.5,320.0,0.0,45.1,30.0
3263,2023-12-08,13.9,22.2,8.2,8.6,86.0,12.38,2.3,4.0,50.0,0.0,53.6,29.0
3264,2023-12-09,15.8,21.4,11.4,5.8,58.0,8.28,2.5,4.0,50.0,0.0,64.8,50.0
3265,2023-12-10,17.0,23.1,13.3,3.6,36.0,7.57,3.0,6.0,70.0,13.8,71.5,40.0
3266,2023-12-11,17.0,21.2,14.8,0.2,2.0,2.17,4.7,8.0,110.0,10.1,80.9,61.0
3267,2023-12-12,11.3,14.8,10.6,0.0,0.0,0.86,3.8,7.3,320.0,0.1,78.0,72.0
3268,2023-12-13,14.0,18.7,10.9,3.9,39.0,6.77,2.4,6.0,70.0,0.8,72.5,52.0
3269,2023-12-14,16.5,17.6,14.3,0.0,0.0,0.76,2.5,4.7,90.0,5.4,83.3,72.0
3270,2023-12-15,15.3,20.8,10.1,0.1,1.0,0.65,5.3,8.4,250.0,4.1,81.5,73.0
3271,2023-12-16,5.8,10.0,2.4,0.0,0.0,1.22,8.7,11.7,340.0,1.8,69.0,49.0
3272,2023-12-17,2.7,3.9,1.6,0.0,0.0,1.29,7.1,10.7,340.0,3.0,66.9,42.0
3273,2023-12-18,3.7,5.0,2.3,0.1,1.0,2.39,2.8,5.1,50.0,2.9,67.1,56.0
3274,2023-12-19,5.9,7.5,3.0,0.0,0.0,1.48,2.8,8.0,20.0,4.3,70.9,51.0
3275,2023-12-20,4.7,7.6,2.0,0.0,0.0,1.88,7.0,9.5,340.0,0.0,58.8,45.0
3276,2023-12-21,1.3,3.4,-0.4,0.4,4.0,2.39,7.8,11.4,320.0,7.1,77.4,44.0
3277,2023-12-22,1.6,2.5,-0.6,0.0,0.0,1.39,6.5,10.8,340.0,8.2,72.8,48.0
3278,2023-12-23,3.6,4.8,2.4,0.1,1.0,2.75,3.0,6.5,20.0,0.0,67.1,61.0
3279,2023-12-24,5.4,7.1,3.3,0.0,0.0,0.49,4.1,6.4,20.0,9.2,69.4,55.0
3280,2023-12-25,6.5,7.5,5.3,0.1,1.0,2.69,4.6,7.3,320.0,0.0,55.1,43.0
3281,2023-12-26,8.3,10.8,5.2,0.6,6.1,3.53,2.4,4.1,250.0,0.0,62.1,49.0
3282,2023-12-27,9.6,13.5,7.1,6.2,62.0,9.6,1.9,3.4,50.0,0.0,66.3,52.0
3283,2023-12-28,9.7,13.9,7.0,3.3,33.0,8.07,2.9,5.5,20.0,0.0,63.9,50.0
3284,2023-12-29,8.5,10.9,7.2,3.0,30.0,8.92,2.6,4.5,20.0,0.0,63.4,51.0
3285,2023-12-30,11.2,16.5,5.5,5.6,56.0,9.85,2.1,5.2,250.0,0.0,68.4,45.0
3286,2023-12-31,10.1,14.4,8.4,0.2,2.0,3.01,6.8,10.6,320.0,0.1,59.5,47.0
3287,2024-01-01,8.5,11.3,6.4,1.2,12.0,4.92,2.2,6.2,50.0,0.4,68.5,53.0
3288,2024-01-02,9.9,13.9,6.9,4.0,40.0,6.87,2.1,4.2,320.0,0.0,68.4,49.0
3289,2024-01-03,8.4,9.9,7.2,0.1,1.0,2.75,5.2,8.5,320.0,3.9,58.8,37.0
3290,2024-01-04,8.2,11.7,5.6,7.4,74.0,11.38,3.2,5.6,320.0,0.0,54.8,41.0
3291,2024-01-05,10.5,15.5,4.1,2.4,24.0,7.15,3.3,5.8,270.0,0.0,57.0,40.0
3292,2024-01-06,9.4,11.9,7.5,7.8,78.0,11.47,3.5,5.1,20.0,0.0,54.6,37.0
3293,2024-01-07,6.1,8.1,4.5,0.2,2.0,3.49,5.9,8.0,340.0,0.0,53.6,38.0
3294,2024-01-08,4.6,7.4,2.8,2.8,27.7,8.53,2.8,6.0,20.0,0.0,59.9,48.0
3295,2024-01-09,8.8,11.7,3.2,0.0,0.0,1.78,2.4,5.2,320.0,5.4,67.4,52.0
3296,2024-01-10,6.9,10.6,5.1,2.2,21.8,5.56,5.3,8.3,20.0,0.1,64.3,49.0
3297,2024-01-11,7.4,10.3,4.9,2.7,26.7,7.23,3.7,5.2,270.0,0.0,56.8,47.0
3298,2024-01-12,10.3,12.6,7.6,0.3,3.0,4.28,3.6,5.3,290.0,0.0,59.3,42.0
3299,2024-01-13,6.6,11.0,3.8,8.9,88.1,12.82,1.9,3.6,20.0,0.0,52.6,34.0
3300,2024-01-14,10.4,18.4,4.2,8.5,83.3,13.26,3.8,7.6,270.0,0.3,56.9,23.0
3301,2024-01-15,6.1,8.7,4.5,6.3,61.8,11.18,4.1,6.1,320.0,0.0,53.4,42.0
3302,2024-01-16,7.5,12.0,2.2,7.3,71.6,12.62,2.6,5.9,50.0,0.0,55.0,40.0
3303,2024-01-17,14.0,18.7,8.1,3.0,29.4,8.41,2.9,6.2,250.0,0.0,48.1,39.0
3304,2024-01-18,13.2,17.2,10.5,0.1,1.0,1.76,3.0,5.6,250.0,3.6,79.1,57.0
3305,2024-01-19,10.9,11.8,10.4,0.0,0.0,0.6,3.3,4.9,90.0,19.1,88.3,84.0
3306,2024-01-20,11.1,11.9,9.0,0.0,0.0,0.24,4.0,6.9,70.0,41.1,88.1,85.0
3307,2024-01-21,8.2,10.1,5.9,0.0,0.0,0.65,4.2,7.1,20.0,8.3,82.4,72.0
3308,2024-01-22,2.0,6.1,-0.1,0.0,0.0,0.92,7.7,10.7,340.0,0.7,67.8,53.0
3309,2024-01-23,0.6,2.0,-1.0,0.5,4.9,3.22,8.6,11.3,340.0,5.7,71.1,52.0
3310,2024-01-24,2.9,4.2,-0.1,0.1,1.0,1.62,7.6,10.6,340.0,2.0,67.0,57.0
3311,2024-01-25,4.0,4.8,2.9,0.0,0.0,1.19,4.9,7.0,340.0,0.0,61.0,57.0
3312,2024-01-26,5.8,6.7,4.2,0.0,0.0,1.69,4.0,6.0,20.0,0.0,57.6,51.0
3313,2024-01-27,7.1,9.6,5.6,2.5,24.0,6.37,3.5,5.3,320.0,0.0,53.9,45.0
3314,2024-01-28,6.1,7.9,4.2,1.1,10.5,5.27,4.3,7.2,320.0,0.0,55.0,42.0
3315,2024-01-29,5.7,9.9,3.2,5.4,51.4,9.33,2.4,4.1,340.0,0.0,62.1,52.0
3316,2024-01-30,7.7,10.6,3.0,0.0,0.0,2.16,2.8,5.3,90.0,0.5,74.8,56.0
3317,2024-01-31,12.2,15.8,9.5,2.8,26.7,8.14,2.6,5.6,70.0,2.3,84.3,70.0
3318,2024-02-01,9.7,11.9,8.4,0.0,0.0,0.03,4.0,6.8,70.0,21.0,89.4,83.0
3319,2024-02-02,8.8,9.3,8.3,0.0,0.0,0.27,3.3,7.0,50.0,9.3,88.5,82.0
3320,2024-02-03,9.7,10.3,9.1,0.0,0.0,0.73,2.7,4.7,110.0,13.0,85.8,75.0
3321,2024-02-04,10.9,12.3,9.3,0.0,0.0,2.14,3.3,5.5,90.0,20.1,83.3,76.0
3322,2024-02-05,9.9,13.2,8.1,0.4,3.7,2.04,4.6,10.0,50.0,17.6,79.8,66.0
3323,2024-02-06,7.3,8.1,6.8,0.0,0.0,0.85,3.4,5.7,20.0,2.3,67.6,56.0
3324,2024-02-07,5.7,7.4,4.4,0.8,7.5,5.32,3.8,5.3,340.0,0.0,57.8,52.0
3325,2024-02-08,5.4,6.9,4.3,0.5,4.6,4.76,3.4,5.3,20.0,0.0,58.0,51.0
3326,2024-02-09,6.4,8.0,5.6,0.4,3.7,3.76,4.3,6.1,320.0,0.0,53.6,47.0
3327,2024-02-10,7.9,10.3,6.4,0.9,8.3,4.75,3.5,6.5,340.0,0.3,58.8,46.0
3328,2024-02-11,8.7,11.8,6.1,5.7,52.3,10.05,5.0,8.7,290.0,0.0,48.8,30.0
3329,2024-02-12,8.9,14.6,4.3,9.8,89.9,15.19,2.3,4.6,320.0,0.0,53.8,29.0
