,일시,평균기온,최고기온,최저기온,일조합,일조율,일사합,평균풍속,최대풍속,최대풍속풍향,강수량,평균습도,최저습도
1787,2019-11-23,18.1,21.7,14.5,7.8,75.7,12.56,2.9,5.4,70.0,0.0,74.4,58.0
1788,2019-11-24,17.3,19.5,13.7,0.6,5.8,4.69,2.7,6.6,320.0,4.7,91.4,69.0
1789,2019-11-25,10.1,13.9,9.2,0.0,0.0,3.68,3.6,5.8,320.0,0.0,64.6,54.0
1790,2019-11-26,13.5,15.3,9.7,0.0,0.0,1.86,2.5,8.4,50.0,8.2,77.8,66.0
1791,2019-11-27,11.1,14.8,9.3,0.0,0.0,0.98,4.6,7.6,360.0,3.8,74.6,57.0
1792,2019-11-28,10.8,14.0,8.8,1.1,10.8,7.37,3.9,7.0,360.0,0.0,64.9,50.0
1793,2019-11-29,9.7,12.6,6.9,9.3,92.1,13.02,2.8,5.1,20.0,0.0,54.5,38.0
1794,2019-11-30,12.5,18.0,6.9,6.5,64.4,11.0,2.1,4.0,320.0,0.1,59.3,38.0
1795,2019-12-01,12.5,15.1,11.1,0.0,0.0,1.13,2.7,9.6,360.0,18.9,87.0,73.0
1796,2019-12-02,9.9,11.8,7.4,1.0,9.9,3.63,6.1,10.4,340.0,0.0,62.1,44.0
1797,2019-12-03,9.5,10.8,7.5,0.1,1.0,3.46,4.0,6.8,320.0,0.0,52.8,44.0
1798,2019-12-04,11.3,14.1,10.0,3.8,37.6,7.47,3.6,5.7,290.0,0.0,51.9,42.0
1799,2019-12-05,8.7,11.5,5.7,1.8,17.8,6.41,4.4,7.4,360.0,0.0,54.3,43.0
1800,2019-12-06,4.2,5.8,3.2,0.2,2.0,3.93,4.2,6.7,20.0,0.0,56.4,42.0
1801,2019-12-07,7.5,9.5,4.3,2.3,23.0,6.84,3.8,5.8,360.0,0.0,55.1,41.0
1802,2019-12-08,8.7,10.2,6.0,0.2,2.0,3.92,2.9,6.1,20.0,0.0,60.0,51.0
1803,2019-12-09,10.7,15.2,5.9,8.1,81.0,10.57,2.4,4.8,270.0,0.0,58.9,46.0
1804,2019-12-10,13.3,18.7,8.5,7.7,77.0,10.5,2.7,5.5,270.0,0.0,55.4,41.0
1805,2019-12-11,12.9,18.0,9.6,6.0,60.0,8.85,4.1,8.2,320.0,0.0,62.4,50.0
1806,2019-12-12,8.3,10.3,5.4,5.2,52.0,9.43,3.7,6.8,320.0,0.0,53.8,43.0
1807,2019-12-13,8.6,12.9,4.6,9.2,92.0,10.43,1.7,3.2,180.0,0.0,66.9,51.0
1808,2019-12-14,10.0,12.7,6.9,3.6,36.0,7.3,2.6,6.8,20.0,0.0,64.8,45.0
1809,2019-12-15,12.5,17.4,6.9,5.2,52.0,8.25,2.4,5.4,70.0,0.0,67.0,57.0
1810,2019-12-16,14.9,18.2,12.2,7.6,76.0,10.31,2.6,5.0,70.0,0.1,64.4,52.0
1811,2019-12-17,14.1,17.6,10.9,0.2,2.0,2.15,3.3,6.1,320.0,7.3,89.3,69.0
1812,2019-12-18,8.8,10.9,7.4,0.6,6.1,4.33,4.0,5.6,320.0,0.0,66.9,59.0
1813,2019-12-19,7.8,9.4,7.0,0.7,7.1,5.58,3.7,5.7,320.0,0.0,60.5,56.0
1814,2019-12-20,8.4,11.1,6.9,1.0,10.1,4.98,2.9,5.3,320.0,0.0,56.4,46.0
1815,2019-12-21,8.0,10.1,5.6,0.0,0.0,3.17,1.7,3.7,20.0,0.0,61.6,48.0
1816,2019-12-22,9.6,11.6,6.8,0.5,5.1,2.06,2.3,5.3,70.0,1.0,70.0,52.0
1817,2019-12-23,9.4,12.4,6.7,1.1,11.1,4.32,3.0,5.4,360.0,0.0,65.4,58.0
1818,2019-12-24,9.2,11.9,7.3,6.3,63.6,9.25,2.3,4.6,50.0,0.0,64.1,53.0
1819,2019-12-25,11.4,15.1,7.0,0.4,4.0,4.61,2.2,5.3,50.0,0.1,78.1,60.0
1820,2019-12-26,9.9,13.1,6.7,0.0,0.0,0.81,4.2,10.4,320.0,9.4,77.6,60.0
1821,2019-12-27,6.7,7.3,5.7,0.0,0.0,2.17,5.0,9.5,320.0,0.0,55.1,47.0
1822,2019-12-28,7.7,9.7,6.1,7.4,74.0,10.06,2.0,4.0,320.0,0.0,57.8,47.0
1823,2019-12-29,11.8,16.4,7.1,0.0,0.0,1.29,2.9,5.9,290.0,11.4,82.4,65.0
1824,2019-12-30,11.5,13.6,6.3,0.4,4.0,3.08,3.9,7.7,320.0,0.0,76.0,61.0
1825,2019-12-31,2.9,6.4,1.8,0.5,5.0,4.1,5.4,10.0,320.0,0.0,61.6,50.0
1826,2020-01-01,5.2,7.3,2.4,0.1,1.0,3.86,2.5,4.9,20.0,0.0,62.9,54.0
1827,2020-01-02,8.1,9.2,5.5,0.0,0.0,2.17,1.9,3.6,320.0,0.0,66.8,62.0
1828,2020-01-03,8.8,11.4,6.4,0.5,5.0,4.96,2.3,4.6,290.0,0.0,66.9,60.0
1829,2020-01-04,7.9,11.4,5.1,6.1,61.0,10.1,2.2,4.3,290.0,0.0,66.5,55.0
1830,2020-01-05,8.5,11.1,4.3,5.2,52.0,9.79,2.0,3.9,50.0,0.0,61.9,44.0
1831,2020-01-06,14.5,18.9,10.1,0.0,0.0,1.3,2.3,6.2,230.0,0.3,62.5,43.0
1832,2020-01-07,19.2,23.6,12.8,2.6,26.0,8.37,7.0,11.5,200.0,12.4,69.8,54.0
1833,2020-01-08,8.1,13.2,6.9,0.1,1.0,2.03,7.2,11.4,270.0,1.4,68.9,58.0
1834,2020-01-09,7.3,8.2,6.7,0.0,0.0,3.75,3.1,5.2,320.0,0.0,65.5,60.0
1835,2020-01-10,8.0,11.0,4.3,7.8,77.2,11.44,1.9,4.7,20.0,0.0,63.0,45.0
1836,2020-01-11,8.0,9.1,6.9,0.4,4.0,4.78,3.2,5.4,360.0,0.0,60.4,52.0
1837,2020-01-12,7.5,8.5,6.7,0.2,2.0,3.32,5.3,7.3,320.0,0.0,59.1,48.0
1838,2020-01-13,7.1,8.8,6.1,1.2,11.9,5.47,4.0,6.5,320.0,0.0,56.6,48.0
1839,2020-01-14,4.8,6.2,3.4,0.5,4.9,1.52,2.4,5.6,20.0,4.6,73.5,59.0
1840,2020-01-15,5.6,7.2,4.6,0.0,0.0,3.5,3.5,6.2,20.0,0.0,61.8,51.0
1841,2020-01-16,6.3,8.0,4.6,0.6,5.9,6.69,1.9,3.8,360.0,0.0,55.8,42.0
1842,2020-01-17,6.9,9.2,6.0,5.6,54.9,10.62,3.1,5.1,320.0,0.0,52.0,39.0
1843,2020-01-18,7.0,9.0,6.2,2.0,19.6,6.7,4.0,5.7,320.0,0.0,58.0,52.0
1844,2020-01-19,8.6,10.0,5.9,0.0,0.0,1.88,4.0,6.2,320.0,0.0,58.0,48.0
1845,2020-01-20,8.4,10.9,7.1,3.6,35.0,8.71,4.6,6.0,320.0,0.0,50.3,39.0
1846,2020-01-21,7.4,10.5,4.9,8.9,86.4,13.61,2.7,4.5,50.0,0.0,57.8,46.0
1847,2020-01-22,11.4,13.5,8.6,0.0,0.0,1.78,1.0,2.8,180.0,25.8,85.1,55.0
1848,2020-01-23,11.2,13.6,10.5,0.1,1.0,4.34,2.3,4.9,20.0,0.7,87.3,76.0
1849,2020-01-24,11.3,12.7,9.5,0.7,6.7,7.88,2.5,4.5,20.0,0.0,64.5,50.0
1850,2020-01-25,11.9,14.0,10.6,0.0,0.0,1.57,3.2,6.3,70.0,1.0,77.9,64.0
1851,2020-01-26,11.6,13.0,10.6,0.0,0.0,3.51,4.0,7.1,70.0,10.1,74.0,56.0
1852,2020-01-27,9.8,11.5,8.1,0.0,0.0,1.44,6.6,11.3,50.0,60.3,84.1,74.0
1853,2020-01-28,9.9,11.1,9.1,0.0,0.0,3.96,3.3,5.5,20.0,0.0,73.4,63.0
1854,2020-01-29,9.6,11.3,8.5,0.7,6.7,6.41,4.2,6.6,360.0,0.0,67.8,60.0
1855,2020-01-30,8.3,10.2,7.5,0.6,5.7,4.23,5.3,9.1,20.0,0.1,61.8,51.0
1856,2020-01-31,7.2,8.0,5.9,0.0,0.0,3.41,3.9,6.4,290.0,0.0,56.9,49.0
1857,2020-02-01,8.2,10.9,4.5,4.6,43.4,9.43,2.6,4.1,290.0,0.0,60.3,51.0
1858,2020-02-02,7.7,10.7,6.0,5.3,50.0,12.06,2.5,4.2,290.0,0.0,61.8,51.0
1859,2020-02-03,6.9,9.3,5.1,0.7,6.6,4.89,3.0,5.9,340.0,0.0,65.0,50.0
1860,2020-02-04,5.6,8.2,2.6,8.2,77.4,15.17,1.7,3.4,20.0,0.0,60.3,49.0
1861,2020-02-05,3.4,7.7,1.2,2.0,18.7,8.35,3.9,8.7,360.0,0.7,63.6,51.0
1862,2020-02-06,3.3,5.4,0.8,5.1,47.7,12.62,2.4,4.7,20.0,0.0,53.8,38.0
1863,2020-02-07,6.4,8.9,4.8,3.8,35.5,9.63,2.4,5.1,360.0,0.0,60.5,43.0
1864,2020-02-08,6.9,9.0,4.7,0.1,0.9,3.23,5.1,7.4,320.0,0.0,58.8,51.0
1865,2020-02-09,6.6,8.9,4.9,0.8,7.4,5.11,4.2,6.7,270.0,0.0,57.4,46.0
1866,2020-02-10,10.6,14.1,6.1,6.2,57.4,12.39,3.5,6.4,290.0,0.0,66.4,53.0
1867,2020-02-11,11.2,15.1,6.7,2.1,19.3,7.92,1.7,3.1,360.0,0.0,57.9,39.0
1868,2020-02-12,13.3,16.7,11.1,0.4,3.7,5.5,3.5,6.5,270.0,1.1,83.5,73.0
1869,2020-02-13,12.3,14.9,11.1,4.9,45.0,12.37,2.1,4.9,270.0,0.0,74.6,63.0
1870,2020-02-14,13.6,16.4,11.1,9.1,82.7,16.04,1.7,3.8,20.0,0.0,75.8,52.0
1871,2020-02-15,16.2,21.6,12.2,4.7,42.7,11.47,2.7,6.6,270.0,0.8,75.8,47.0
1872,2020-02-16,5.4,12.5,3.0,0.0,0.0,2.7,7.2,10.2,320.0,7.0,74.4,51.0
1873,2020-02-17,2.6,4.2,0.8,0.5,4.5,4.61,8.9,12.9,320.0,2.0,71.6,49.0
1874,2020-02-18,4.9,7.8,0.5,4.2,37.8,11.29,5.0,11.2,320.0,0.1,57.9,45.0
1875,2020-02-19,6.6,10.7,2.2,6.2,55.9,15.29,1.8,3.4,20.0,0.0,58.6,40.0
1876,2020-02-20,10.0,13.2,6.7,10.1,91.0,17.29,2.3,4.9,50.0,0.0,59.5,47.0
1877,2020-02-21,12.4,16.9,6.4,5.5,49.1,11.39,2.4,5.8,270.0,0.0,56.9,38.0
1878,2020-02-22,10.8,14.3,7.6,7.0,62.5,14.07,5.1,7.8,270.0,0.0,58.3,41.0
1879,2020-02-23,7.8,11.1,5.9,9.6,85.7,18.7,2.6,5.6,320.0,0.0,55.9,48.0
1880,2020-02-24,11.5,15.8,5.4,9.0,79.6,14.76,1.8,3.8,50.0,0.0,52.1,37.0
1881,2020-02-25,16.6,21.8,11.5,2.5,22.1,9.47,5.1,9.9,230.0,0.1,79.8,58.0
1882,2020-02-26,11.4,12.7,8.4,0.0,0.0,3.7,2.6,4.7,50.0,0.1,82.0,70.0
1883,2020-02-27,10.0,13.4,6.8,3.1,27.2,10.56,2.7,6.0,50.0,0.0,63.8,56.0
1884,2020-02-28,10.4,11.6,8.7,0.0,0.0,2.08,3.3,5.7,110.0,3.7,75.4,58.0
1885,2020-02-29,11.6,12.2,10.9,0.0,0.0,1.81,2.3,4.2,70.0,14.2,94.0,90.0
1886,2020-03-01,11.2,12.7,8.1,0.0,0.0,1.31,2.9,7.0,360.0,4.2,86.1,71.0
1887,2020-03-02,8.0,10.4,6.0,8.5,73.9,18.16,3.3,6.0,360.0,0.0,61.9,49.0
1888,2020-03-03,10.7,15.0,6.2,0.4,3.5,7.49,1.7,5.6,360.0,0.0,70.3,54.0
1889,2020-03-04,8.0,10.6,5.2,5.0,43.1,13.9,4.9,9.6,320.0,0.0,58.6,44.0
1890,2020-03-05,6.1,9.6,4.0,8.3,71.6,18.57,3.8,9.3,340.0,0.0,55.3,44.0
1891,2020-03-06,7.4,11.9,2.5,9.4,80.3,18.62,1.7,3.3,320.0,0.0,65.3,52.0
1892,2020-03-07,10.3,11.0,8.0,0.0,0.0,2.1,2.3,5.8,20.0,8.1,84.3,64.0
1893,2020-03-08,12.0,15.4,7.3,10.7,91.5,20.69,2.9,6.9,50.0,0.0,70.6,56.0
1894,2020-03-09,13.1,14.6,11.3,0.0,0.0,2.55,2.7,6.0,50.0,25.3,80.9,59.0
1895,2020-03-10,9.6,13.4,7.7,0.0,0.0,1.38,6.2,10.4,320.0,21.5,79.9,52.0
1896,2020-03-11,8.4,11.1,5.5,10.7,90.7,21.98,4.7,8.7,320.0,0.0,49.1,38.0
1897,2020-03-12,9.4,13.7,3.8,9.9,83.2,21.34,2.0,3.2,360.0,0.0,58.9,40.0
1898,2020-03-13,11.2,14.5,8.2,3.7,31.1,13.45,2.7,5.7,20.0,0.0,56.8,34.0
1899,2020-03-14,8.4,10.6,5.9,7.0,58.8,18.2,4.8,7.0,270.0,0.0,48.6,32.0
1900,2020-03-15,11.1,15.3,6.8,10.6,88.3,21.49,6.5,9.8,320.0,0.0,50.8,29.0
1901,2020-03-16,7.3,10.6,4.6,8.8,73.3,20.51,3.7,8.6,320.0,0.0,53.5,41.0
1902,2020-03-17,13.0,19.8,6.2,10.0,83.3,21.54,3.6,6.7,250.0,0.0,51.8,22.0
1903,2020-03-18,14.0,16.7,10.1,10.4,86.0,19.36,1.8,4.2,250.0,0.0,69.9,51.0
1904,2020-03-19,13.9,21.2,9.9,8.8,72.7,16.67,4.7,9.6,250.0,0.0,46.3,23.0
1905,2020-03-20,12.0,16.0,7.2,10.9,90.1,22.86,2.9,6.5,290.0,0.0,37.4,17.0
1906,2020-03-21,17.4,22.8,9.9,9.8,80.3,19.83,2.2,5.7,50.0,0.0,45.0,30.0
1907,2020-03-22,14.4,18.5,11.3,3.6,29.5,10.22,2.3,5.1,360.0,1.0,71.3,45.0
1908,2020-03-23,12.7,16.3,9.3,10.9,89.3,22.76,2.8,5.1,270.0,0.0,51.6,31.0
1909,2020-03-24,12.6,15.8,8.8,10.9,88.6,23.21,2.7,6.3,50.0,0.0,62.8,46.0
1910,2020-03-25,16.3,20.9,10.8,9.1,74.0,21.87,2.5,5.7,110.0,0.0,56.4,35.0
1911,2020-03-26,17.9,23.2,15.0,0.1,0.8,3.09,1.9,6.1,110.0,17.0,85.5,63.0
1912,2020-03-27,12.0,19.9,8.4,0.7,5.6,2.68,3.8,7.1,270.0,0.0,82.5,62.0
1913,2020-03-28,9.0,9.9,7.1,0.0,0.0,4.19,2.3,4.3,360.0,3.9,61.6,45.0
1914,2020-03-29,11.2,14.4,6.6,3.8,30.6,14.73,2.5,7.0,50.0,0.0,67.8,46.0
1915,2020-03-30,13.5,15.9,11.7,4.3,34.4,15.65,2.3,5.5,50.0,0.0,65.3,51.0
1916,2020-03-31,13.9,17.2,11.3,10.0,80.0,23.3,2.7,6.1,50.0,0.6,66.8,46.0
1917,2020-04-01,11.6,15.4,8.4,7.4,59.2,19.03,3.7,6.6,290.0,3.4,62.8,43.0
1918,2020-04-02,11.8,14.7,8.7,9.9,78.6,21.91,2.1,4.8,20.0,0.0,57.4,45.0
1919,2020-04-03,12.8,16.3,10.9,8.1,64.3,21.36,2.1,4.2,320.0,0.0,49.4,34.0
1920,2020-04-04,11.6,16.9,7.6,10.7,84.3,23.8,3.6,7.0,270.0,0.0,53.4,35.0
1921,2020-04-05,9.7,13.4,7.4,11.1,87.4,25.57,3.2,5.2,20.0,0.0,49.6,34.0
1922,2020-04-06,10.7,14.3,6.0,9.5,74.8,22.81,2.4,3.6,290.0,0.0,56.8,36.0
1923,2020-04-07,13.4,17.9,8.9,11.4,89.1,23.91,2.8,5.3,270.0,0.0,45.5,16.0
1924,2020-04-08,12.9,16.8,10.5,10.6,82.8,21.65,2.4,4.4,250.0,0.0,46.5,20.0
1925,2020-04-09,12.1,15.3,8.8,11.1,86.7,23.12,2.2,4.8,360.0,0.0,42.8,30.0
1926,2020-04-10,12.9,15.9,9.9,8.5,65.9,22.15,1.9,4.0,360.0,0.0,59.9,44.0
1927,2020-04-11,12.3,16.8,9.7,0.4,3.1,6.86,3.6,8.7,50.0,23.9,80.1,61.0
1928,2020-04-12,9.8,11.2,7.5,0.0,0.0,2.18,4.5,7.0,20.0,25.4,81.5,67.0
1929,2020-04-13,11.6,13.8,9.6,11.9,91.5,25.58,4.5,7.2,320.0,0.0,60.4,40.0
1930,2020-04-14,13.2,16.6,8.3,10.5,80.8,24.21,2.1,3.6,340.0,0.0,44.1,28.0
1931,2020-04-15,13.4,16.9,10.1,5.0,38.5,17.52,1.8,3.9,340.0,0.0,52.5,37.0
1932,2020-04-16,15.9,21.4,10.3,11.5,87.8,24.49,3.0,8.0,50.0,0.0,58.0,42.0
1933,2020-04-17,16.0,18.7,13.6,1.0,7.6,5.65,3.4,7.4,200.0,9.7,72.8,50.0
1934,2020-04-18,12.9,16.2,11.1,7.4,56.5,22.06,3.2,5.4,270.0,0.0,74.5,56.0
1935,2020-04-19,13.3,15.6,11.0,0.0,0.0,2.55,4.5,9.5,90.0,19.5,85.4,63.0
1936,2020-04-20,13.8,18.0,11.6,5.8,43.9,19.2,4.1,7.0,250.0,0.4,74.1,53.0
1937,2020-04-21,12.8,16.5,10.2,6.8,51.5,22.96,3.9,6.2,320.0,0.0,42.3,19.0
1938,2020-04-22,11.1,14.8,8.7,11.4,85.7,26.79,5.7,9.3,320.0,0.0,47.1,33.0
1939,2020-04-23,11.1,14.1,8.7,8.1,60.9,21.99,5.1,7.5,320.0,0.0,50.6,36.0
1940,2020-04-24,13.1,16.8,9.1,11.7,88.0,27.46,3.8,7.1,270.0,0.0,43.6,23.0
1941,2020-04-25,18.3,23.0,10.2,12.0,90.2,26.24,6.1,10.1,230.0,0.0,39.9,17.0
1942,2020-04-26,14.2,18.9,11.1,11.6,86.6,25.33,2.3,4.7,270.0,0.0,53.3,24.0
1943,2020-04-27,14.3,17.7,11.0,11.2,83.6,25.57,2.6,4.8,270.0,0.0,53.1,28.0
1944,2020-04-28,15.2,19.7,10.4,12.5,93.3,26.86,2.7,4.8,270.0,0.0,37.6,17.0
1945,2020-04-29,15.9,20.0,13.0,12.6,93.3,26.97,2.2,4.5,320.0,0.0,39.9,19.0
1946,2020-04-30,19.0,24.8,12.5,12.0,88.9,25.83,2.4,5.7,50.0,0.0,58.9,38.0
1947,2020-05-01,20.5,24.6,17.4,11.5,85.2,24.01,2.1,4.8,50.0,0.0,71.4,54.0
1948,2020-05-02,19.2,21.9,16.4,0.0,0.0,7.08,1.1,3.8,230.0,3.2,83.1,64.0
1949,2020-05-03,19.2,23.6,16.0,1.8,13.2,10.92,1.9,5.0,230.0,0.9,88.8,73.0
1950,2020-05-04,18.5,23.7,15.5,6.8,50.0,18.43,2.2,6.0,290.0,0.0,83.6,65.0
1951,2020-05-05,17.6,24.6,14.2,6.7,49.3,18.85,2.9,6.7,50.0,0.0,86.0,61.0
1952,2020-05-06,19.5,24.5,15.9,10.7,78.1,25.92,3.2,7.2,50.0,0.0,72.6,43.0
1953,2020-05-07,17.8,22.9,14.8,12.3,89.8,27.87,4.2,8.7,50.0,0.0,65.1,36.0
1954,2020-05-08,20.9,26.5,15.5,8.8,64.2,23.83,3.3,6.2,70.0,0.2,65.0,47.0
1955,2020-05-09,21.3,27.7,15.5,2.5,18.1,13.69,5.2,10.4,230.0,3.4,71.8,51.0
1956,2020-05-10,16.0,18.1,15.0,0.3,2.2,6.71,3.9,5.8,250.0,0.0,81.9,71.0
1957,2020-05-11,17.3,23.2,14.6,12.0,87.0,28.01,2.7,4.7,270.0,0.0,77.0,54.0
1958,2020-05-12,18.5,25.1,14.9,11.0,79.7,27.61,5.0,10.1,250.0,0.0,57.9,25.0
1959,2020-05-13,17.0,20.4,13.2,12.9,92.8,29.3,2.1,4.1,340.0,0.0,47.4,32.0
1960,2020-05-14,20.2,25.8,15.2,6.9,49.6,22.32,1.5,4.0,270.0,0.0,40.4,25.0
1961,2020-05-15,22.1,27.1,19.0,2.4,17.3,11.26,3.3,8.0,230.0,2.9,78.5,59.0
1962,2020-05-16,16.6,19.1,14.0,0.3,2.2,8.35,1.8,4.0,290.0,5.3,96.5,85.0
1963,2020-05-17,17.0,21.9,13.6,6.3,45.0,20.25,2.0,5.2,50.0,0.0,87.1,67.0
1964,2020-05-18,19.2,29.5,15.9,4.0,28.6,16.26,2.6,9.5,270.0,0.4,81.6,54.0
1965,2020-05-19,17.2,21.1,14.4,11.0,78.6,27.3,5.8,12.1,250.0,0.0,67.1,45.0
1966,2020-05-20,16.6,20.6,13.8,11.6,82.9,28.86,3.0,5.0,320.0,0.0,71.6,59.0
1967,2020-05-21,18.8,24.6,14.5,12.1,86.4,27.53,3.1,7.1,50.0,0.0,66.9,49.0
1968,2020-05-22,19.1,23.9,16.3,9.6,68.1,26.41,4.1,7.8,50.0,0.0,70.4,51.0
1969,2020-05-23,19.6,22.4,16.1,9.9,70.2,24.83,2.8,6.8,50.0,0.0,73.1,55.0
1970,2020-05-24,20.4,26.1,17.9,9.5,67.4,25.13,2.3,5.7,290.0,0.0,77.3,60.0
1971,2020-05-25,17.7,20.6,16.4,0.9,6.4,11.34,2.0,4.6,320.0,0.0,85.5,60.0
1972,2020-05-26,18.4,21.1,16.5,3.7,26.2,11.88,2.6,4.7,270.0,0.0,71.0,58.0
1973,2020-05-27,18.2,21.1,16.0,7.3,51.4,23.46,2.8,4.6,320.0,0.0,73.0,56.0
1974,2020-05-28,19.7,25.0,15.9,6.8,47.9,21.4,3.0,6.5,270.0,0.0,63.0,28.0
1975,2020-05-29,18.5,20.5,14.7,8.3,58.5,21.98,2.2,4.3,20.0,0.0,78.3,64.0
1976,2020-05-30,20.0,23.6,17.8,0.0,0.0,7.77,2.3,5.3,50.0,0.6,79.5,55.0
1977,2020-05-31,19.7,23.6,17.1,2.1,14.8,16.42,3.5,6.2,70.0,3.7,88.1,70.0
1978,2020-06-01,18.7,21.7,16.7,4.1,28.9,13.53,1.9,4.1,270.0,0.4,83.0,58.0
1979,2020-06-02,18.6,22.5,15.0,12.2,85.9,28.38,2.0,4.5,20.0,0.0,69.3,42.0
1980,2020-06-03,20.5,24.7,18.1,0.0,0.0,5.58,1.0,3.9,180.0,0.0,83.6,66.0
1981,2020-06-04,21.2,25.3,18.7,7.5,52.4,20.49,1.4,3.8,20.0,0.0,86.4,66.0
1982,2020-06-05,19.9,24.2,17.4,4.1,28.7,17.24,1.4,3.2,50.0,0.0,92.9,74.0
1983,2020-06-06,21.2,26.5,19.2,7.5,52.4,21.63,3.1,7.0,50.0,0.0,85.8,64.0
1984,2020-06-07,21.3,23.9,18.5,11.6,81.1,26.83,2.9,8.1,50.0,0.0,77.5,46.0
1985,2020-06-08,23.4,29.7,18.6,13.0,90.9,28.91,3.0,7.6,50.0,0.0,62.8,42.0
1986,2020-06-09,26.7,30.1,22.2,11.2,78.3,28.4,3.6,7.3,110.0,0.0,64.1,52.0
1987,2020-06-10,24.7,28.9,22.7,4.6,32.2,14.34,1.7,4.6,140.0,0.4,76.5,54.0
1988,2020-06-11,24.5,28.9,21.6,5.5,38.2,20.12,3.2,5.4,250.0,0.0,85.1,69.0
1989,2020-06-12,22.7,24.2,21.1,0.3,2.1,9.46,2.2,4.4,50.0,1.1,92.1,84.0
1990,2020-06-13,25.6,29.6,22.8,0.3,2.1,7.18,3.1,7.5,230.0,24.3,88.5,72.0
1991,2020-06-14,24.2,27.7,20.8,0.0,0.0,5.74,4.5,7.5,250.0,26.0,91.9,73.0
1992,2020-06-15,22.2,25.0,20.2,4.4,30.6,19.77,2.3,3.5,360.0,0.0,86.3,68.0
1993,2020-06-16,23.3,26.9,21.4,8.9,61.8,25.88,2.5,4.4,320.0,0.0,82.8,64.0
1994,2020-06-17,20.9,23.2,18.3,0.0,0.0,6.49,1.8,4.2,20.0,30.9,91.0,68.0
1995,2020-06-18,19.5,22.5,18.3,0.0,0.0,3.72,4.2,7.4,50.0,49.3,95.8,87.0
1996,2020-06-19,19.9,22.6,18.3,4.3,29.9,13.7,2.1,4.7,70.0,11.4,91.8,76.0
1997,2020-06-20,21.9,24.9,19.7,9.3,64.6,25.41,3.0,6.8,50.0,0.0,78.9,70.0
1998,2020-06-21,21.8,24.3,20.1,10.2,70.8,24.82,4.0,7.3,50.0,0.0,81.8,68.0
1999,2020-06-22,22.7,28.9,20.1,11.0,76.4,28.6,3.0,7.8,50.0,0.0,82.6,59.0
2000,2020-06-23,25.6,30.9,20.0,9.5,66.0,24.46,1.6,4.4,320.0,0.0,66.6,45.0
2001,2020-06-24,24.9,27.1,21.9,0.0,0.0,3.81,2.0,4.2,20.0,38.3,83.1,52.0
2002,2020-06-25,22.9,24.9,21.6,0.0,0.0,4.71,2.2,4.9,270.0,14.2,93.3,86.0
2003,2020-06-26,22.9,25.4,20.7,12.1,84.0,29.06,2.2,3.4,20.0,0.0,82.0,63.0
2004,2020-06-27,23.1,26.8,20.8,4.3,29.9,15.58,2.3,5.3,50.0,0.1,89.9,75.0
2005,2020-06-28,23.5,28.7,20.5,6.3,43.8,20.95,2.1,4.8,270.0,0.0,80.4,53.0
2006,2020-06-29,23.2,27.6,19.1,0.0,0.0,4.05,3.2,12.8,230.0,25.1,87.4,67.0
2007,2020-06-30,21.8,24.0,20.0,2.2,15.3,15.77,7.0,12.8,250.0,0.0,84.3,73.0
2008,2020-07-01,22.6,26.8,19.7,10.8,75.5,28.25,2.9,4.9,270.0,0.0,73.1,53.0
2009,2020-07-02,23.0,25.2,20.2,3.0,21.0,16.53,2.2,5.0,50.0,0.0,66.4,53.0
2010,2020-07-03,21.4,23.8,19.7,0.0,0.0,4.31,3.6,6.4,50.0,17.0,93.8,63.0
2011,2020-07-04,20.2,21.7,19.5,0.0,0.0,7.13,2.7,4.7,50.0,0.4,91.6,82.0
2012,2020-07-05,21.2,24.2,19.2,0.5,3.5,12.58,1.4,3.6,50.0,0.0,93.3,82.0
2013,2020-07-06,22.5,26.1,20.7,0.0,0.0,6.47,1.5,6.2,20.0,15.7,95.5,83.0
2014,2020-07-07,22.5,25.5,21.2,3.4,23.8,9.14,1.8,3.8,270.0,35.1,95.5,80.0
2015,2020-07-08,22.3,25.6,20.0,7.4,51.7,22.85,1.9,3.2,320.0,0.0,90.3,72.0
2016,2020-07-09,23.2,27.6,20.9,1.8,12.6,15.28,2.1,6.1,50.0,2.0,91.9,73.0
2017,2020-07-10,25.6,29.8,21.9,7.5,52.8,23.16,3.3,7.2,270.0,16.4,88.3,71.0
2018,2020-07-11,23.3,25.8,22.5,0.1,0.7,11.51,2.2,4.4,270.0,0.0,88.9,75.0
2019,2020-07-12,24.6,26.5,22.6,0.0,0.0,7.76,2.6,6.3,50.0,4.3,89.4,80.0
2020,2020-07-13,25.6,30.6,22.6,0.7,4.9,12.7,5.7,9.7,250.0,1.5,86.9,67.0
2021,2020-07-14,21.6,23.6,19.8,0.2,1.4,11.82,4.8,6.9,250.0,0.5,85.8,75.0
2022,2020-07-15,21.6,24.6,20.2,4.5,31.7,14.87,2.8,4.1,270.0,0.0,85.0,72.0
2023,2020-07-16,22.2,24.5,20.2,7.6,53.9,22.85,2.8,6.4,50.0,0.4,81.3,69.0
2024,2020-07-17,23.1,25.8,20.1,11.6,82.3,28.14,2.8,6.1,50.0,0.0,71.4,53.0
2025,2020-07-18,24.2,26.7,20.7,0.0,0.0,7.87,1.7,5.1,50.0,0.2,75.4,62.0
2026,2020-07-19,29.1,34.3,23.0,3.3,23.4,15.39,3.2,10.7,200.0,0.0,70.8,48.0
