,평균기온,일사합,평균풍속,최저습도,강수량,연간지수,전력수요총합
904,25.6,24.46,1.6,45.0,0.0,2,14776.8
905,24.9,3.81,2.0,52.0,38.3,2,15472.2
906,22.9,4.71,2.2,86.0,14.2,2,15374.9
907,22.9,29.06,2.2,63.0,0.0,2,14621.9
908,23.1,15.58,2.3,75.0,0.1,2,14599.7
909,23.5,20.95,2.1,53.0,0.0,2,14052.300000000001
910,23.2,4.05,3.2,67.0,25.1,2,15202.200000000003
911,21.8,15.77,7.0,73.0,0.0,2,14335.499999999998
912,22.6,28.25,2.9,53.0,0.0,2,14133.199999999999
913,23.0,16.53,2.2,53.0,0.0,2,14465.499999999998
914,21.4,4.31,3.6,63.0,17.0,2,14703.700000000003
915,20.2,7.13,2.7,82.0,0.4,2,14026.500000000002
916,21.2,12.58,1.4,82.0,0.0,2,13725.5
917,22.5,6.47,1.5,83.0,15.7,2,15091.900000000001
918,22.5,9.14,1.8,80.0,35.1,2,15278.099999999997
919,22.3,22.85,1.9,72.0,0.0,2,14834.000000000002
920,23.2,15.28,2.1,73.0,2.0,2,15342.0
921,25.6,23.16,3.3,71.0,16.4,2,15710.099999999999
922,23.3,11.51,2.2,75.0,0.0,2,14691.2
923,24.6,7.76,2.6,80.0,4.3,2,14592.2
924,25.6,12.7,5.7,67.0,1.5,2,16011.100000000002
925,21.6,11.82,4.8,75.0,0.5,2,14666.0
926,21.6,14.87,2.8,72.0,0.0,2,14508.099999999999
927,22.2,22.85,2.8,69.0,0.4,2,14516.3
928,23.1,28.14,2.8,53.0,0.0,2,14466.0
929,24.2,7.87,1.7,62.0,0.2,2,14429.6
930,29.1,15.39,3.2,48.0,0.0,2,15478.7
931,26.4,13.71,4.2,69.0,1.2,2,16605.7
932,24.6,12.5,1.6,77.0,4.4,2,16148.800000000001
933,26.8,15.0,2.8,72.0,0.0,2,16717.600000000002
934,26.5,6.89,4.3,57.0,9.2,2,17008.6
935,23.0,12.22,6.6,74.0,2.4,2,15253.500000000002
936,23.7,17.2,4.5,61.0,0.0,2,14292.1
937,23.4,24.68,2.4,72.0,0.0,2,13799.2
938,24.8,3.9,1.9,78.0,71.5,2,15928.9
939,28.7,20.31,2.7,55.0,2.0,2,17139.1
940,27.9,19.54,1.8,73.0,0.5,2,17645.899999999998
941,27.8,20.44,1.8,68.0,0.0,2,18043.4
942,26.9,21.66,1.9,78.0,0.0,2,17831.6
943,28.2,21.56,1.6,62.0,0.0,2,17260.399999999998
944,29.3,24.19,2.2,49.0,0.0,2,17283.800000000003
945,28.8,23.52,2.0,61.0,0.0,2,18787.8
946,30.2,24.79,1.9,54.0,0.0,2,19451.899999999998
947,30.3,11.66,2.1,54.0,9.7,2,19433.899999999998
948,30.2,10.42,4.8,57.0,0.0,2,19340.199999999997
949,30.6,10.92,4.0,53.0,0.0,2,19087.899999999998
950,30.9,14.02,5.4,52.0,0.0,2,18225.899999999998
951,30.4,23.77,3.9,47.0,0.0,2,17789.3
952,29.4,7.87,3.3,60.0,4.2,2,18976.1
953,30.4,16.2,4.5,61.0,2.0,2,19327.2
954,31.0,22.77,3.1,54.0,0.0,2,19646.899999999998
955,31.3,25.77,2.9,47.0,0.0,2,19904.7
956,32.2,24.38,3.5,47.0,0.0,2,20173.1
957,31.1,25.54,2.3,34.0,0.0,2,19028.099999999995
958,29.9,24.59,2.3,61.0,0.0,2,18710.2
959,29.4,24.6,2.1,64.0,0.0,2,19047.300000000003
960,29.0,23.33,2.2,57.0,0.0,2,19375.100000000002
961,28.3,25.24,2.1,63.0,0.0,2,19136.000000000004
962,28.2,24.25,2.0,67.0,0.0,2,19232.000000000004
963,28.0,22.81,2.8,61.0,0.0,2,19091.600000000002
964,27.4,12.83,2.3,59.0,2.8,2,18203.8
965,28.3,22.22,2.5,67.0,0.0,2,17456.3
966,30.0,23.41,2.0,46.0,0.0,2,18993.299999999996
967,29.8,16.87,3.4,60.0,2.9,2,19357.2
968,28.4,3.08,6.7,67.0,114.3,2,17602.4
969,28.7,18.99,2.8,68.0,0.7,2,18300.1
970,28.4,21.07,1.7,61.0,2.3,2,18656.200000000004
971,28.4,18.62,1.8,71.0,1.5,2,17890.499999999996
972,28.1,22.55,1.9,70.0,0.0,2,17380.600000000002
973,27.8,17.91,3.1,68.0,0.0,2,18318.5
974,26.8,4.91,3.8,86.0,0.1,2,17923.0
975,25.1,1.39,11.6,90.0,183.6,2,16182.300000000001
976,25.2,21.79,5.7,63.0,0.3,2,15093.099999999999
977,25.5,22.21,2.3,42.0,0.0,2,15310.999999999998
978,21.9,5.29,2.4,48.0,7.6,2,14182.700000000003
979,21.7,1.36,3.9,90.0,71.7,2,13761.0
980,23.0,8.55,6.9,73.0,79.8,2,14314.0
981,26.7,21.46,2.8,52.0,0.0,2,15296.799999999997
982,25.8,17.9,2.5,45.0,0.0,2,15377.999999999996
983,24.5,18.33,2.1,49.0,0.0,2,15448.8
984,23.5,4.85,2.0,48.0,0.6,2,15305.300000000003
985,23.1,10.78,1.6,72.0,0.0,2,14418.0
986,23.0,11.67,1.9,72.0,5.2,2,14089.099999999999
987,23.3,14.38,2.6,69.0,0.0,2,14998.5
988,23.7,11.29,1.9,70.0,0.0,2,14967.699999999999
989,23.5,12.13,1.7,69.0,6.1,2,15196.0
990,21.2,2.73,1.6,84.0,26.6,2,15087.2
991,20.5,5.82,1.9,55.0,11.3,2,14461.599999999999
992,21.2,15.08,2.1,47.0,0.0,2,13529.5
993,22.0,21.5,2.0,31.0,0.0,2,12839.2
994,21.5,16.81,2.4,52.0,0.0,2,13771.5
995,21.2,7.53,3.6,62.0,0.0,2,13974.7
996,20.9,3.32,2.8,60.0,1.3,2,14232.8
997,21.3,4.55,2.7,69.0,0.0,2,14281.800000000001
998,22.5,20.85,1.7,59.0,0.6,2,14072.100000000004
999,22.1,18.44,2.4,54.0,0.0,2,13624.7
1000,21.4,17.03,2.9,58.0,5.7,2,13061.200000000003
1001,20.9,17.45,2.9,54.0,0.0,2,13725.000000000002
1002,21.2,18.7,2.0,49.0,0.0,2,13584.7
1003,21.9,18.43,2.3,49.0,0.0,2,12837.1
1004,21.5,15.38,2.1,65.0,0.0,2,12027.7
1005,21.7,18.62,1.9,48.0,0.0,2,12388.500000000002
1006,22.5,13.98,1.7,58.0,0.0,2,12896.1
1007,21.4,6.23,2.3,67.0,1.1,2,13167.300000000001
1008,18.4,18.29,4.9,36.0,0.0,2,13183.800000000001
1009,18.6,19.6,2.9,37.0,0.0,2,13258.899999999998
1010,20.5,16.77,3.7,49.0,0.0,2,13442.699999999999
1011,20.3,12.15,5.6,48.0,0.0,2,13530.400000000001
1012,20.1,5.45,5.0,51.0,0.0,2,13368.4
1013,20.3,9.96,2.2,53.0,0.0,2,13308.199999999999
1014,20.4,14.39,2.1,55.0,0.0,2,12986.599999999999
1015,20.4,16.79,2.8,51.0,0.0,2,13595.1
1016,18.4,17.2,3.0,46.0,0.0,2,13551.0
1017,19.1,18.01,3.3,30.0,0.0,2,13495.6
1018,17.9,16.1,2.3,32.0,0.0,2,13609.0
1019,17.2,3.88,2.3,39.0,4.0,2,14124.0
1020,17.5,17.76,2.0,33.0,0.0,2,12955.400000000001
1021,17.7,12.47,1.9,50.0,0.0,2,12801.300000000001
1022,17.7,12.33,2.3,48.0,0.0,2,13474.600000000002
1023,18.7,14.27,2.8,52.0,0.0,2,13693.199999999999
1024,18.3,3.69,2.7,52.0,46.4,2,14369.3
1025,17.5,6.24,3.0,49.0,2.2,2,14225.999999999998
1026,15.2,11.11,5.9,44.0,0.0,2,13832.6
1027,15.4,12.83,4.6,46.0,0.0,2,13325.900000000003
1028,16.3,8.85,2.3,50.0,0.0,2,13043.7
1029,15.6,15.52,1.9,48.0,0.0,2,13653.900000000001
1030,16.5,15.34,2.1,51.0,0.0,2,13767.0
1031,17.4,6.14,1.7,51.0,0.0,2,14263.5
1032,15.8,15.04,2.6,34.0,0.0,2,13807.4
1033,16.1,15.19,2.2,39.0,0.0,2,13727.099999999999
1034,16.5,15.39,2.6,45.0,0.0,2,13363.000000000002
1035,18.1,14.1,2.1,43.0,1.0,2,13054.299999999997
1036,15.7,6.07,1.8,44.0,5.4,2,14263.599999999999
1037,13.1,11.31,4.9,41.0,0.0,2,14190.500000000004
1038,12.0,15.45,3.1,46.0,0.0,2,14151.900000000001
1039,14.0,13.31,2.4,43.0,0.0,2,14370.599999999997
1040,17.8,5.12,1.3,49.0,0.0,2,14781.800000000001
1041,17.6,7.83,1.6,54.0,0.0,2,14092.4
1042,14.6,14.39,3.8,37.0,0.0,2,13447.099999999999
1043,12.0,14.78,3.2,31.0,0.0,2,14365.500000000002
1044,13.0,12.58,2.5,41.0,0.0,2,14670.7
1045,12.4,14.17,2.1,49.0,0.0,2,14643.600000000002
1046,14.4,13.16,2.4,58.0,0.0,2,14676.999999999998
1047,14.4,14.12,1.9,40.0,0.0,2,14428.8
1048,15.8,10.51,2.5,37.0,0.0,2,14083.099999999999
1049,16.6,10.57,2.2,60.0,0.0,2,13681.2
1050,16.8,6.6,1.8,68.0,1.4,2,14600.300000000003
1051,21.0,11.79,1.7,51.0,0.0,2,14292.900000000003
1052,22.4,5.55,2.4,53.0,0.0,2,14590.100000000002
1053,20.4,4.46,4.6,52.0,12.2,2,15009.900000000003
1054,12.9,3.48,4.0,61.0,0.0,2,14833.099999999999
1055,13.7,8.79,2.5,66.0,0.0,2,14362.9
1056,13.2,0.88,3.6,63.0,4.2,2,14516.300000000003
1057,10.0,3.23,4.0,54.0,0.0,2,15625.699999999999
1058,10.5,13.0,2.5,28.0,0.0,2,15031.300000000001
1059,12.1,12.59,2.3,45.0,0.0,2,14906.600000000002
1060,11.8,7.16,2.0,52.0,3.8,2,15594.399999999996
1061,11.0,3.15,4.5,50.0,0.0,2,16095.699999999999
1062,8.6,2.88,4.9,49.0,0.0,2,15797.6
1063,9.2,3.18,3.8,56.0,0.0,2,15422.600000000002
1064,8.7,4.71,3.7,54.0,0.2,2,16552.7
1065,7.8,12.61,2.7,41.0,0.0,2,16171.300000000001
1066,9.3,6.95,2.4,40.0,0.0,2,16484.8
1067,8.2,5.8,3.3,47.0,0.0,2,16843.4
1068,7.8,8.1,3.9,50.0,0.0,2,17038.3
1069,8.8,9.51,1.9,44.0,0.0,2,15913.500000000002
1070,8.3,11.44,1.9,49.0,0.0,2,15241.9
1071,10.1,7.76,2.3,49.0,0.0,2,16562.600000000002
1072,8.2,7.47,3.0,55.0,0.0,2,16712.8
1073,7.7,11.61,1.9,53.0,0.0,2,16526.0
1074,10.3,4.76,1.6,29.0,0.0,2,16705.9
1075,11.1,1.91,1.2,58.0,0.0,2,16854.099999999995
1076,9.7,8.18,3.0,39.0,0.0,2,15713.600000000002
1077,8.7,6.76,4.0,38.0,0.0,2,15728.6
1078,3.2,3.13,6.4,52.0,0.1,2,18700.700000000004
1079,3.0,3.78,4.5,57.0,0.0,2,18950.5
1080,3.9,2.35,4.9,58.0,1.5,2,19269.200000000004
1081,5.7,4.06,3.5,55.0,0.0,2,18535.600000000002
1082,7.7,5.38,3.8,42.0,0.0,2,17980.000000000004
1083,4.4,9.82,5.0,32.0,0.0,2,16941.899999999998
1084,6.8,4.33,4.0,45.0,0.0,2,16919.0
1085,7.9,3.54,3.2,42.0,0.0,2,17626.7
1086,8.9,7.85,2.3,37.0,0.0,2,17388.100000000002
1087,10.1,8.97,1.6,34.0,0.0,2,16827.600000000002
1088,10.5,7.69,3.7,42.0,0.0,2,16092.699999999997
1089,6.8,6.14,4.0,42.0,0.0,2,16177.800000000001
1090,7.4,11.93,2.0,43.0,0.0,2,15939.199999999999
1091,10.1,1.09,2.7,42.0,14.4,2,16094.1
1092,11.4,11.44,2.1,54.0,0.0,2,15756.099999999999
1093,9.6,3.91,3.7,66.0,5.4,2,16692.099999999995
1094,0.9,4.37,8.5,54.0,4.3,2,19004.1
1095,2.9,3.0,6.1,50.0,3.8,2,18928.4
1096,5.5,2.55,3.8,46.0,0.0,3,17167.7
1097,5.9,5.45,4.3,43.0,0.0,3,17139.300000000003
1098,4.5,7.85,2.5,48.0,0.0,3,16917.0
1099,5.9,8.38,1.7,48.0,0.0,3,17837.300000000003
1100,5.6,2.77,4.0,57.0,0.0,3,18602.300000000003
1101,4.0,5.71,5.3,41.0,0.6,3,18939.2
1102,-1.1,3.14,7.5,49.0,7.9,3,20724.5
1103,-1.1,3.41,7.2,43.0,6.1,3,20561.500000000007
1104,1.2,3.75,6.7,52.0,0.9,3,19398.800000000003
1105,3.6,2.63,4.4,49.0,0.0,3,18622.5
1106,3.4,1.24,2.3,50.0,10.8,3,20023.1
1107,4.7,3.74,3.8,49.0,1.2,3,19820.299999999996
1108,10.0,12.05,4.4,39.0,0.0,3,18007.600000000002
1109,10.8,11.67,2.5,50.0,0.0,3,17139.399999999998
1110,12.1,12.33,3.6,46.0,0.0,3,16442.9
1111,5.1,5.63,4.7,57.0,0.0,3,17382.1
1112,3.1,3.56,5.0,47.0,2.0,3,18326.1
1113,6.6,7.57,6.0,39.0,0.0,3,18847.5
1114,4.0,13.79,2.3,37.0,0.0,3,18732.600000000002
1115,9.2,12.79,2.2,39.0,0.0,3,17532.199999999997
1116,12.6,9.89,1.7,45.0,0.5,3,16322.700000000003
1117,12.7,1.68,1.7,80.0,8.2,3,16768.3
1118,12.5,0.76,4.0,78.0,57.8,3,16516.899999999998
1119,11.8,11.27,3.9,54.0,0.2,3,15052.2
1120,12.6,8.71,3.5,56.0,0.0,3,15869.000000000004
1121,10.4,1.41,3.4,70.0,19.7,3,17062.199999999997
1122,7.6,14.36,2.3,38.0,0.0,3,16774.0
1123,6.2,6.49,5.9,43.0,0.5,3,17961.3
1124,2.5,8.81,5.2,46.0,0.2,3,19166.2
1125,7.8,12.94,3.6,43.0,0.0,3,17297.8
1126,10.7,10.1,1.8,44.0,0.0,3,15996.900000000001
1127,11.6,2.03,3.6,59.0,22.4,3,17234.8
1128,4.2,11.84,4.4,48.0,0.0,3,17994.1
1129,5.8,14.72,2.7,32.0,0.0,3,17910.5
1130,6.4,15.1,3.4,38.0,0.1,3,17241.2
1131,7.1,4.26,1.6,39.0,0.0,3,18476.4
1132,10.6,15.52,3.4,57.0,0.0,3,16252.5
1133,11.0,12.89,2.9,49.0,0.0,3,15567.7
1134,4.1,11.53,3.7,45.0,0.0,3,17814.1
1135,4.8,14.77,2.4,47.0,0.0,3,17786.400000000005
1136,7.0,14.01,1.7,50.0,0.0,3,17222.899999999998
1137,9.7,6.8,2.0,58.0,0.0,3,16279.300000000001
1138,12.2,9.17,1.6,39.0,0.0,3,14664.999999999998
1139,13.0,12.72,2.0,37.0,0.0,3,14344.5
1140,13.3,5.44,1.4,54.0,2.4,3,14746.1
1141,7.5,3.33,5.5,53.0,0.0,3,17365.100000000002
1142,5.7,14.7,5.2,47.0,0.0,3,17719.600000000002
1143,1.3,6.94,8.2,46.0,0.9,3,20233.800000000003
1144,2.5,4.06,7.2,52.0,1.9,3,20362.0
1145,8.5,18.28,4.0,22.0,0.0,3,17955.7
1146,15.6,16.43,6.1,28.0,0.0,3,15773.7
1147,18.9,18.23,6.4,23.0,0.0,3,14468.599999999999
1148,15.3,16.44,4.5,25.0,0.0,3,15239.4
1149,7.5,17.18,2.3,37.0,0.0,3,16499.899999999998
1150,9.9,16.95,2.5,44.0,0.0,3,16480.199999999997
1151,11.6,7.03,3.6,54.0,19.6,3,17201.300000000003
1152,11.2,3.21,6.7,57.0,5.4,3,17559.9
1153,11.4,7.22,5.7,54.0,0.0,3,16549.699999999993
1154,14.4,10.34,4.0,61.0,0.1,3,15420.300000000003
1155,15.5,2.33,4.0,61.0,11.2,3,15907.5
1156,7.5,14.26,4.3,52.0,0.0,3,16940.5
1157,9.2,17.64,2.6,45.0,0.0,3,16882.3
1158,10.9,2.58,3.2,59.0,26.9,3,17937.199999999997
1159,11.9,16.24,2.0,68.0,0.1,3,15815.8
1160,11.3,7.39,2.8,66.0,0.0,3,16036.0
1161,10.1,7.71,3.5,63.0,0.0,3,16195.8
1162,10.4,16.14,2.6,64.0,0.0,3,16446.8
1163,10.6,11.76,2.3,37.0,0.0,3,16756.5
1164,11.5,19.45,2.5,47.0,0.0,3,16134.899999999998
1165,14.1,12.58,3.4,57.0,7.6,3,16140.400000000001
1166,11.3,2.0,3.7,78.0,14.2,3,16743.2
1167,11.7,18.33,2.4,59.0,0.0,3,15418.8
1168,11.4,20.32,1.8,50.0,0.0,3,14959.7
1169,13.9,16.49,2.0,50.0,0.0,3,15622.700000000003
1170,12.6,13.61,3.4,36.0,3.1,3,15345.4
1171,11.3,21.33,2.7,51.0,0.0,3,15571.300000000003
1172,13.7,18.94,3.1,61.0,0.0,3,15427.400000000003
1173,14.2,7.46,3.3,64.0,6.2,3,15547.800000000001
1174,12.8,2.41,3.5,80.0,7.6,3,15858.1
1175,9.2,15.88,6.0,43.0,0.0,3,15375.8
1176,9.8,23.09,5.3,33.0,0.0,3,16587.800000000003
1177,12.3,22.39,3.8,39.0,0.0,3,16282.699999999999
1178,13.3,19.23,1.9,46.0,0.0,3,15865.199999999999
1179,14.1,23.36,1.8,39.0,0.0,3,15290.499999999998
1180,14.6,23.25,2.3,37.0,0.0,3,15339.599999999999
1181,17.5,3.98,3.1,50.0,4.2,3,15636.1
1182,14.5,18.95,4.1,59.0,0.0,3,14333.199999999999
1183,15.2,18.2,2.6,29.0,0.0,3,15025.000000000002
1184,14.3,22.27,1.7,14.0,0.0,3,14857.799999999997
1185,16.2,13.98,3.3,37.0,0.0,3,15238.999999999996
1186,15.2,4.75,4.0,63.0,8.8,3,16009.6
1187,17.2,12.09,4.6,67.0,9.8,3,15186.299999999997
1188,18.0,6.78,4.1,66.0,0.0,3,15102.700000000003
1189,11.4,1.76,4.0,85.0,5.2,3,15024.399999999998
1190,12.6,23.37,2.7,39.0,4.1,3,14963.999999999998
1191,13.9,24.86,2.2,43.0,0.0,3,14869.1
1192,14.8,23.13,2.0,41.0,0.0,3,14931.7
1193,14.4,23.05,2.6,21.0,0.0,3,14918.499999999998
1194,13.8,24.43,3.0,41.0,0.0,3,15198.7
1195,14.0,22.5,3.6,48.0,0.0,3,14490.000000000002
1196,16.6,24.87,3.4,30.0,0.0,3,13920.100000000002
1197,16.5,3.26,4.0,47.0,16.9,3,16248.4
1198,11.8,7.32,4.3,63.0,0.0,3,15853.000000000002
1199,11.0,23.99,3.0,43.0,0.0,3,15749.0
1200,13.1,22.57,2.5,43.0,0.0,3,15449.5
1201,15.1,21.17,1.7,59.0,0.0,3,14709.399999999998
1202,13.7,22.77,4.4,32.0,0.0,3,14452.499999999998
1203,13.0,26.43,4.8,37.0,0.0,3,14390.9
1204,14.5,27.33,2.6,16.0,0.0,3,15101.9
1205,14.8,26.88,1.9,27.0,0.0,3,15036.800000000005
1206,17.5,20.16,1.8,29.0,0.0,3,14639.499999999998
1207,21.0,17.45,3.1,16.0,0.0,3,14380.999999999996
1208,19.3,20.41,3.9,42.0,0.0,3,14249.599999999997
1209,17.5,19.62,3.7,63.0,0.0,3,14047.900000000001
1210,16.9,25.82,2.5,51.0,0.0,3,13408.300000000001
1211,16.5,25.92,3.5,34.0,0.0,3,14245.600000000002
1212,17.1,13.47,2.0,39.0,0.8,3,14712.900000000001
1213,17.0,21.19,1.9,69.0,0.0,3,14386.9
1214,18.8,25.17,3.8,12.0,0.0,3,14117.3
1215,16.3,26.79,4.8,32.0,13.2,3,13902.3
1216,13.3,19.04,4.5,45.0,10.1,3,13954.900000000001
1217,13.8,26.22,3.9,54.0,0.0,3,13552.0
1218,15.0,24.82,2.1,58.0,0.0,3,14049.899999999998
1219,19.0,4.21,3.2,44.0,12.8,3,15234.299999999997
1220,17.1,27.24,3.3,20.0,0.0,3,12982.5
1221,18.4,26.87,1.8,27.0,0.0,3,13762.7
1222,19.5,21.62,3.5,39.0,0.0,3,13875.0
1223,18.3,21.32,2.9,36.0,0.0,3,13570.4
1224,18.9,25.63,2.2,13.0,0.0,3,12854.8
1225,20.3,26.43,1.8,35.0,0.0,3,13897.400000000001
1226,18.6,4.32,4.1,75.0,0.4,3,14987.199999999997
1227,18.3,13.54,4.2,62.0,0.6,3,14178.800000000001
1228,19.6,27.46,3.5,55.0,0.0,3,13722.699999999997
1229,21.5,14.71,2.8,61.0,0.0,3,14446.0
1230,23.7,23.4,3.0,56.0,6.1,3,14127.5
1231,23.5,7.59,4.3,61.0,22.5,3,14569.699999999999
1232,16.7,8.89,4.2,68.0,2.4,3,14383.100000000002
1233,18.6,24.1,2.8,43.0,0.0,3,13628.500000000002
1234,19.7,24.12,2.0,47.0,0.0,3,13031.500000000002
1235,18.3,7.28,4.0,75.0,24.4,3,14722.8
1236,18.2,24.79,3.8,44.0,0.0,3,13332.099999999999
1237,19.0,27.49,2.7,54.0,0.0,3,12962.499999999998
1238,19.8,26.25,1.7,53.0,0.0,3,12744.3
1239,19.4,26.13,2.9,53.0,3.0,3,13223.000000000004
1240,20.2,25.84,3.8,20.0,0.0,3,13440.4
1241,18.8,6.84,1.5,17.0,15.6,3,14421.900000000001
1242,19.1,22.8,2.7,49.0,2.8,3,13851.299999999997
1243,20.7,22.02,3.8,37.0,0.0,3,14331.2
1244,19.7,29.22,2.4,42.0,0.0,3,13053.499999999998
1245,21.4,28.07,1.7,32.0,0.0,3,12885.900000000003
1246,22.0,27.27,1.5,46.0,0.0,3,13814.1
1247,22.9,25.9,1.9,41.0,0.0,3,14074.699999999999
1248,24.5,11.72,2.4,36.0,0.0,3,14684.900000000003
1249,23.7,17.5,3.3,57.0,1.5,3,15070.399999999998
1250,20.6,24.39,3.2,28.0,2.9,3,14001.8
1251,24.1,23.41,3.2,29.0,0.0,3,13688.800000000001
1252,22.1,27.39,1.7,52.0,0.0,3,13113.3
1253,21.8,27.51,1.8,56.0,0.0,3,14115.2
1254,24.2,26.87,1.7,49.0,0.0,3,14928.0
1255,26.3,26.51,2.6,56.0,0.0,3,15891.800000000001
1256,25.7,8.51,2.6,49.0,5.3,3,16101.800000000001
1257,21.6,6.66,2.2,75.0,86.8,3,15996.8
1258,22.7,24.2,1.5,74.0,1.2,3,14520.500000000002
1259,20.2,20.99,2.4,74.0,0.0,3,13538.4
1260,21.4,18.76,2.0,76.0,0.0,3,14513.999999999998
1261,23.1,4.54,2.0,73.0,17.6,3,15861.400000000001
1262,21.1,5.54,3.8,79.0,7.1,3,15024.4
1263,21.4,6.01,2.7,80.0,0.0,3,15005.0
1264,22.1,11.33,1.4,80.0,0.0,3,15273.0
1265,23.1,27.72,2.6,48.0,0.0,3,13865.300000000001
1266,23.6,27.81,1.7,29.0,0.0,3,13450.800000000001
1267,24.7,27.6,2.0,38.0,0.0,3,14797.5
1268,24.0,28.5,3.0,52.0,0.0,3,15144.699999999999
1269,24.0,26.28,1.9,67.0,0.0,3,15482.900000000001
1270,24.7,22.39,1.9,58.0,0.0,3,15726.0
1271,25.2,17.54,2.0,53.0,0.0,3,15661.800000000001
1272,25.7,15.95,2.2,49.0,0.0,3,15157.600000000002
1273,24.7,22.7,3.5,62.0,0.0,3,14800.3
1274,24.3,25.79,3.5,63.0,0.0,3,15811.300000000001
1275,24.6,25.05,3.0,63.0,0.0,3,15960.400000000001
1276,24.9,19.91,3.2,58.0,0.0,3,16063.6
1277,24.6,26.14,3.0,71.0,0.0,3,16270.599999999999
1278,24.8,9.77,2.9,75.0,0.0,3,16806.6
1279,27.4,6.33,5.3,58.0,20.3,3,16916.5
1280,24.4,4.23,3.5,73.0,35.7,3,16004.9
1281,27.6,14.93,4.0,65.0,2.6,3,17580.700000000004
1282,29.5,16.69,6.8,60.0,0.0,3,18069.2
1283,28.8,10.66,4.2,65.0,15.0,3,18696.1
1284,27.8,11.26,3.5,58.0,0.1,3,18267.3
1285,27.3,20.73,3.7,63.0,2.7,3,17357.2
1286,28.0,18.45,2.7,53.0,0.0,3,16944.1
1287,28.4,21.89,1.8,61.0,0.0,3,17300.5
1288,29.0,22.85,2.2,60.0,0.0,3,18721.8
1289,29.0,22.71,1.9,59.0,0.0,3,19228.399999999998
1290,29.0,16.86,1.5,64.0,0.0,3,19271.2
1291,29.0,26.23,1.8,61.0,0.0,3,18869.9
1292,28.5,24.19,2.9,59.0,0.0,3,19168.199999999997
1293,26.9,21.23,3.1,59.0,0.5,3,17576.899999999998
1294,27.0,18.57,2.9,59.0,12.9,3,16602.9
1295,29.0,26.59,3.1,50.0,0.0,3,18029.600000000002
1296,27.7,22.02,3.2,74.0,0.0,3,18627.8
1297,27.8,22.87,3.5,70.0,0.0,3,18410.6
1298,27.6,16.7,3.6,64.0,0.0,3,18599.800000000003
1299,27.1,9.54,3.3,71.0,0.0,3,18623.8
1300,27.9,15.71,3.3,61.0,0.0,3,17630.0
1301,27.2,6.61,3.4,70.0,0.2,3,17137.6
1302,27.9,11.52,3.8,61.0,0.0,3,17771.7
1303,29.1,26.71,3.4,45.0,0.0,3,17789.8
1304,29.4,27.14,3.0,48.0,0.0,3,18296.1
1305,28.5,25.5,2.2,50.0,0.0,3,18310.1
1306,28.0,17.2,1.5,63.0,1.8,3,19095.100000000002
1307,27.0,9.22,1.3,79.0,155.3,3,18646.699999999997
1308,28.4,18.54,1.7,70.0,0.9,3,17817.6
1309,27.7,14.9,1.8,75.0,20.1,3,19102.600000000002
1310,29.1,22.89,2.2,49.0,1.4,3,18984.200000000008
1311,29.9,24.86,2.7,50.0,0.0,3,19044.199999999997
1312,29.8,22.83,2.4,54.0,0.0,3,19427.9
1313,28.9,26.18,2.6,65.0,0.0,3,19402.600000000002
1314,28.9,25.69,2.0,66.0,0.0,3,18903.700000000004
1315,27.9,9.06,2.5,71.0,1.8,3,18181.3
1316,28.3,21.97,3.3,64.0,0.0,3,18609.699999999997
1317,27.9,18.65,1.9,65.0,4.6,3,18491.600000000006
1318,25.5,8.29,2.7,75.0,32.0,3,18344.200000000004
1319,25.7,6.61,1.7,60.0,13.8,3,18122.799999999996
1320,24.4,7.46,2.4,73.0,34.8,3,17216.500000000004
1321,23.1,3.09,2.8,88.0,57.7,3,16247.500000000002
1322,24.9,6.75,2.2,73.0,0.2,3,15716.899999999998
1323,24.5,7.18,3.5,70.0,3.1,3,15999.900000000001
1324,25.5,18.43,1.9,62.0,0.5,3,16215.7
1325,26.1,23.39,2.5,61.0,0.0,3,16408.0
1326,25.6,16.41,1.8,58.0,0.0,3,16432.1
1327,27.9,23.27,1.9,51.0,0.0,3,16926.199999999997
1328,27.0,4.71,3.3,67.0,13.4,3,17287.7
1329,26.0,5.24,1.4,79.0,15.3,3,16557.399999999998
1330,27.0,11.25,2.6,64.0,1.3,3,17644.4
1331,28.4,10.21,5.1,70.0,0.4,3,18581.499999999996
1332,27.8,11.15,3.1,72.0,25.6,3,18624.100000000002
1333,27.5,20.57,2.0,74.0,0.0,3,17796.1
1334,29.5,24.85,3.8,50.0,0.9,3,18176.899999999994
1335,29.2,24.42,4.0,54.0,0.0,3,17669.3
1336,29.3,23.79,3.1,54.0,0.0,3,17177.999999999996
1337,28.1,16.12,2.2,69.0,0.0,3,18496.399999999998
1338,27.9,21.77,1.9,62.0,0.0,3,18131.9
1339,28.4,17.16,3.5,61.0,14.5,3,18782.500000000004
1340,25.0,6.75,2.2,70.0,37.8,3,17577.1
1341,24.2,4.9,3.0,85.0,21.8,3,17101.699999999997
1342,25.3,15.85,3.2,70.0,0.0,3,15787.199999999997
1343,24.5,2.91,3.2,77.0,7.6,3,15736.900000000003
1344,25.5,9.04,4.0,67.0,5.3,3,16478.7
1345,26.2,13.45,3.3,67.0,1.3,3,16940.100000000002
1346,25.2,20.08,3.5,59.0,0.0,3,15669.999999999998
1347,25.4,23.18,2.6,68.0,0.0,3,15806.5
